id,prediction
003_304_368,1
003_304_384,1
003_320_0,1
003_320_16,1
003_320_32,1
003_320_48,1
003_320_64,1
003_320_80,1
003_320_96,1
003_320_112,1
003_320_128,1
003_320_144,1
003_320_160,1
003_320_176,1
003_320_192,1
003_320_208,1
003_320_224,0
003_320_240,0
003_320_256,1
003_320_272,1
003_320_288,1
003_320_304,1
003_320_320,1
003_320_336,1
003_320_352,1
003_320_368,1
003_320_384,1
003_336_0,1
003_336_16,1
003_336_32,1
003_336_48,1
003_336_64,1
003_336_80,1
003_336_96,1
003_336_112,1
003_336_128,1
003_336_144,1
003_336_160,1
003_336_176,1
003_336_192,1
003_336_208,0
003_336_224,0
003_336_240,0
003_336_256,1
003_336_272,1
003_336_288,1
003_336_304,1
003_336_320,1
003_336_336,1
003_336_352,1
003_336_368,1
003_336_384,1
003_352_0,1
003_352_16,1
003_352_32,1
003_352_48,1
003_352_64,1
003_352_80,1
003_352_96,1
003_352_112,1
003_352_128,1
003_352_144,0
003_352_160,1
003_352_176,1
003_352_192,1
003_352_208,1
003_352_224,1
003_352_240,0
003_352_256,1
003_352_272,1
003_352_288,1
003_352_304,1
003_352_320,1
003_352_336,1
003_352_352,1
003_352_368,1
003_352_384,1
003_368_0,1
003_368_16,1
003_368_32,1
003_368_48,1
003_368_64,1
003_368_80,1
003_368_96,1
003_368_112,1
003_368_128,1
003_368_144,1
003_368_160,1
003_368_176,1
003_368_192,1
003_368_208,1
003_368_224,1
003_368_240,1
003_368_256,1
003_368_272,1
003_368_288,1
003_368_304,1
003_368_320,1
003_368_336,1
003_368_352,1
003_368_368,1
003_368_384,1
003_384_0,1
003_384_16,1
003_384_32,1
003_384_48,1
003_384_64,0
003_384_80,1
003_384_96,1
003_384_112,1
003_384_128,1
003_384_144,1
003_384_160,1
003_384_176,1
003_384_192,1
003_384_208,1
003_384_224,1
003_384_240,1
003_384_256,1
003_384_272,1
003_384_288,1
003_384_304,1
003_384_320,1
003_384_336,1
003_384_352,1
003_384_368,1
003_384_384,1
004_0_0,1
004_0_16,1
004_0_32,1
004_0_48,1
004_0_64,1
004_0_80,1
004_0_96,1
004_0_112,1
004_0_128,1
004_0_144,1
004_0_160,1
004_0_176,1
004_0_192,1
004_0_208,1
004_0_224,1
004_0_240,1
004_0_256,1
004_0_272,1
004_0_288,1
004_0_304,1
004_0_320,1
004_0_336,1
004_0_352,1
004_0_368,1
004_0_384,1
004_16_0,1
004_16_16,1
004_16_32,1
004_16_48,1
004_16_64,1
004_16_80,1
004_16_96,1
004_16_112,1
004_16_128,1
004_16_144,1
004_16_160,1
004_16_176,1
004_16_192,1
004_16_208,1
004_16_224,1
004_16_240,1
004_16_256,1
004_16_272,1
004_16_288,1
004_16_304,1
004_16_320,1
004_16_336,1
004_16_352,1
004_16_368,1
004_16_384,1
004_32_0,1
004_32_16,1
004_32_32,1
004_32_48,1
004_32_64,1
004_32_80,1
004_32_96,1
004_32_112,1
004_32_128,1
004_32_144,1
004_32_160,1
004_32_176,1
004_32_192,1
004_32_208,1
004_32_224,1
004_32_240,1
004_32_256,1
004_32_272,1
004_32_288,1
004_32_304,1
004_32_320,1
004_32_336,1
004_32_352,1
004_32_368,1
004_32_384,1
004_48_0,1
004_48_16,1
004_48_32,1
004_48_48,1
004_48_64,1
004_48_80,1
004_48_96,1
004_48_112,1
004_48_128,1
004_48_144,1
004_48_160,1
004_48_176,1
004_48_192,1
004_48_208,1
004_48_224,1
004_48_240,1
004_48_256,1
004_48_272,1
004_48_288,1
004_48_304,1
004_48_320,1
004_48_336,1
004_48_352,1
004_48_368,1
004_48_384,1
004_64_0,1
004_64_16,1
004_64_32,1
004_64_48,1
004_64_64,1
004_64_80,1
004_64_96,1
004_64_112,1
004_64_128,1
004_64_144,1
004_64_160,0
004_64_176,1
004_64_192,1
004_64_208,1
004_64_224,1
004_64_240,1
004_64_256,1
004_64_272,1
004_64_288,0
004_64_304,0
004_64_320,1
004_64_336,1
004_64_352,1
004_64_368,1
004_64_384,1
004_80_0,1
004_80_16,1
004_80_32,1
004_80_48,1
004_80_64,1
004_80_80,1
004_80_96,1
004_80_112,1
004_80_128,1
004_80_144,0
004_80_160,0
004_80_176,1
004_80_192,1
004_80_208,0
004_80_224,0
004_80_240,0
004_80_256,0
004_80_272,0
004_80_288,0
004_80_304,0
004_80_320,1
004_80_336,1
004_80_352,1
004_80_368,1
004_80_384,1
004_96_0,1
004_96_16,1
004_96_32,1
004_96_48,1
004_96_64,1
004_96_80,1
004_96_96,1
004_96_112,1
004_96_128,0
004_96_144,1
004_96_160,1
004_96_176,0
004_96_192,1
004_96_208,1
004_96_224,1
004_96_240,1
004_96_256,1
004_96_272,1
004_96_288,1
004_96_304,1
004_96_320,1
004_96_336,1
004_96_352,1
004_96_368,1
004_96_384,1
004_112_0,1
004_112_16,1
004_112_32,1
004_112_48,1
004_112_64,1
004_112_80,1
004_112_96,1
004_112_112,1
004_112_128,1
004_112_144,1
004_112_160,1
004_112_176,1
004_112_192,1
004_112_208,1
004_112_224,1
004_112_240,1
004_112_256,1
004_112_272,1
004_112_288,1
004_112_304,1
004_112_320,1
004_112_336,1
004_112_352,1
004_112_368,0
004_112_384,1
004_128_0,1
004_128_16,1
004_128_32,1
004_128_48,1
004_128_64,1
004_128_80,1
004_128_96,1
004_128_112,1
004_128_128,1
004_128_144,1
004_128_160,1
004_128_176,1
004_128_192,1
004_128_208,0
004_128_224,1
004_128_240,1
004_128_256,1
004_128_272,1
004_128_288,1
004_128_304,1
004_128_320,1
004_128_336,1
004_128_352,1
004_128_368,1
004_128_384,1
004_144_0,1
004_144_16,1
004_144_32,1
004_144_48,1
004_144_64,1
004_144_80,1
004_144_96,1
004_144_112,1
004_144_128,1
004_144_144,1
004_144_160,1
004_144_176,1
004_144_192,1
004_144_208,1
004_144_224,0
004_144_240,0
004_144_256,1
004_144_272,1
004_144_288,1
004_144_304,1
004_144_320,1
004_144_336,1
004_144_352,1
004_144_368,1
004_144_384,1
004_160_0,1
004_160_16,1
004_160_32,1
004_160_48,1
004_160_64,0
004_160_80,1
004_160_96,1
004_160_112,1
004_160_128,1
004_160_144,1
004_160_160,0
004_160_176,1
004_160_192,1
004_160_208,1
004_160_224,0
004_160_240,1
004_160_256,1
004_160_272,1
004_160_288,1
004_160_304,1
004_160_320,1
004_160_336,1
004_160_352,1
004_160_368,1
004_160_384,1
004_176_0,1
004_176_16,1
004_176_32,1
004_176_48,1
004_176_64,0
004_176_80,1
004_176_96,1
004_176_112,1
004_176_128,1
004_176_144,0
004_176_160,0
004_176_176,0
004_176_192,1
004_176_208,1
004_176_224,0
004_176_240,1
004_176_256,1
004_176_272,1
004_176_288,1
004_176_304,1
004_176_320,1
004_176_336,1
004_176_352,1
004_176_368,1
004_176_384,1
004_192_0,1
004_192_16,1
004_192_32,1
004_192_48,1
004_192_64,0
004_192_80,1
004_192_96,1
004_192_112,1
004_192_128,1
004_192_144,1
004_192_160,1
004_192_176,1
004_192_192,1
004_192_208,1
004_192_224,0
004_192_240,1
004_192_256,1
004_192_272,1
004_192_288,1
004_192_304,1
004_192_320,1
004_192_336,1
004_192_352,1
004_192_368,1
004_192_384,1
004_208_0,1
004_208_16,1
004_208_32,1
004_208_48,1
004_208_64,0
004_208_80,1
004_208_96,1
004_208_112,1
004_208_128,1
004_208_144,1
004_208_160,1
004_208_176,1
004_208_192,1
004_208_208,1
004_208_224,1
004_208_240,1
004_208_256,1
004_208_272,1
004_208_288,1
004_208_304,0
004_208_320,1
004_208_336,1
004_208_352,1
004_208_368,1
004_208_384,1
004_224_0,1
004_224_16,1
004_224_32,1
004_224_48,1
004_224_64,1
004_224_80,1
004_224_96,1
004_224_112,1
004_224_128,1
004_224_144,1
004_224_160,1
004_224_176,1
004_224_192,1
004_224_208,1
004_224_224,1
004_224_240,1
004_224_256,1
004_224_272,1
004_224_288,0
004_224_304,0
004_224_320,1
004_224_336,1
004_224_352,1
004_224_368,1
004_224_384,1
004_240_0,1
004_240_16,1
004_240_32,1
004_240_48,1
004_240_64,1
004_240_80,1
004_240_96,1
004_240_112,1
004_240_128,1
004_240_144,1
004_240_160,0
004_240_176,1
004_240_192,1
004_240_208,1
004_240_224,1
004_240_240,1
004_240_256,1
004_240_272,1
004_240_288,1
004_240_304,1
004_240_320,1
004_240_336,1
004_240_352,1
004_240_368,1
004_240_384,1
004_256_0,1
004_256_16,1
004_256_32,1
004_256_48,1
004_256_64,1
004_256_80,1
004_256_96,1
004_256_112,1
004_256_128,1
004_256_144,0
004_256_160,1
004_256_176,1
004_256_192,1
004_256_208,1
004_256_224,1
004_256_240,1
004_256_256,1
004_256_272,1
004_256_288,1
004_256_304,1
004_256_320,1
004_256_336,1
004_256_352,1
004_256_368,1
004_256_384,1
004_272_0,0
004_272_16,0
004_272_32,1
004_272_48,1
004_272_64,1
004_272_80,1
004_272_96,1
004_272_112,1
004_272_128,1
004_272_144,1
004_272_160,1
004_272_176,1
004_272_192,1
004_272_208,1
004_272_224,0
004_272_240,1
004_272_256,1
004_272_272,1
004_272_288,1
004_272_304,1
004_272_320,1
004_272_336,1
004_272_352,1
004_272_368,1
004_272_384,1
004_288_0,1
004_288_16,1
004_288_32,1
004_288_48,1
004_288_64,1
004_288_80,1
004_288_96,1
004_288_112,1
004_288_128,1
004_288_144,1
004_288_160,1
004_288_176,1
004_288_192,1
004_288_208,0
004_288_224,0
004_288_240,1
004_288_256,1
004_288_272,1
004_288_288,1
004_288_304,1
004_288_320,1
004_288_336,1
004_288_352,1
004_288_368,1
004_288_384,1
004_304_0,1
004_304_16,1
004_304_32,1
004_304_48,1
004_304_64,1
004_304_80,1
004_304_96,1
004_304_112,1
004_304_128,1
004_304_144,1
004_304_160,1
004_304_176,1
004_304_192,1
004_304_208,1
004_304_224,0
004_304_240,1
004_304_256,1
004_304_272,1
004_304_288,1
004_304_304,1
004_304_320,1
004_304_336,1
004_304_352,1
004_304_368,1
004_304_384,1
004_320_0,1
004_320_16,1
004_320_32,1
004_320_48,1
004_320_64,1
004_320_80,1
004_320_96,1
004_320_112,1
004_320_128,1
004_320_144,1
004_320_160,1
004_320_176,0
004_320_192,1
004_320_208,0
004_320_224,1
004_320_240,1
004_320_256,1
004_320_272,1
004_320_288,1
004_320_304,1
004_320_320,1
004_320_336,1
004_320_352,1
004_320_368,1
004_320_384,1
004_336_0,1
004_336_16,1
004_336_32,1
004_336_48,1
004_336_64,1
004_336_80,1
004_336_96,1
004_336_112,1
004_336_128,0
004_336_144,0
004_336_160,0
004_336_176,0
004_336_192,1
004_336_208,1
004_336_224,1
004_336_240,1
004_336_256,1
004_336_272,0
004_336_288,0
004_336_304,0
004_336_320,1
004_336_336,1
004_336_352,1
004_336_368,1
004_336_384,1
004_352_0,1
004_352_16,1
004_352_32,1
004_352_48,1
004_352_64,1
004_352_80,1
004_352_96,1
004_352_112,1
004_352_128,0
004_352_144,0
004_352_160,1
004_352_176,1
004_352_192,1
004_352_208,1
004_352_224,1
004_352_240,1
004_352_256,1
004_352_272,1
004_352_288,1
004_352_304,0
004_352_320,1
004_352_336,1
004_352_352,1
004_352_368,1
004_352_384,1
004_368_0,1
004_368_16,1
004_368_32,1
004_368_48,1
004_368_64,1
004_368_80,1
004_368_96,1
004_368_112,1
004_368_128,0
004_368_144,0
004_368_160,1
004_368_176,1
004_368_192,1
004_368_208,1
004_368_224,1
004_368_240,0
004_368_256,0
004_368_272,1
004_368_288,1
004_368_304,0
004_368_320,1
004_368_336,1
004_368_352,1
004_368_368,1
004_368_384,1
004_384_0,1
004_384_16,1
004_384_32,1
004_384_48,1
004_384_64,1
004_384_80,1
004_384_96,1
004_384_112,1
004_384_128,0
004_384_144,1
004_384_160,1
004_384_176,1
004_384_192,1
004_384_208,1
004_384_224,1
004_384_240,1
004_384_256,1
004_384_272,1
004_384_288,1
004_384_304,1
004_384_320,1
004_384_336,1
004_384_352,1
004_384_368,1
004_384_384,1
005_0_0,1
005_0_16,1
005_0_32,1
005_0_48,1
005_0_64,1
005_0_80,1
005_0_96,1
005_0_112,1
005_0_128,0
005_0_144,1
005_0_160,0
005_0_176,1
005_0_192,1
005_0_208,1
005_0_224,1
005_0_240,1
005_0_256,1
005_0_272,1
005_0_288,1
005_0_304,0
005_0_320,1
005_0_336,1
005_0_352,1
005_0_368,1
005_0_384,1
005_16_0,1
005_16_16,1
005_16_32,1
005_16_48,1
005_16_64,1
005_16_80,1
005_16_96,1
005_16_112,1
005_16_128,1
005_16_144,0
005_16_160,1
005_16_176,0
005_16_192,1
005_16_208,1
005_16_224,1
005_16_240,1
005_16_256,1
005_16_272,1
005_16_288,1
005_16_304,1
005_16_320,1
005_16_336,1
005_16_352,1
005_16_368,1
005_16_384,1
005_32_0,1
005_32_16,1
005_32_32,0
005_32_48,1
005_32_64,1
005_32_80,1
005_32_96,1
005_32_112,1
005_32_128,1
005_32_144,1
005_32_160,1
005_32_176,1
005_32_192,1
005_32_208,1
005_32_224,1
005_32_240,1
005_32_256,1
005_32_272,1
005_32_288,1
005_32_304,1
005_32_320,1
005_32_336,1
005_32_352,1
005_32_368,1
005_32_384,1
005_48_0,1
005_48_16,1
005_48_32,1
005_48_48,1
005_48_64,1
005_48_80,1
005_48_96,1
005_48_112,1
005_48_128,0
005_48_144,1
005_48_160,1
005_48_176,1
005_48_192,1
005_48_208,1
005_48_224,1
005_48_240,1
005_48_256,1
005_48_272,1
005_48_288,1
005_48_304,1
005_48_320,1
005_48_336,1
005_48_352,1
005_48_368,1
005_48_384,1
005_64_0,1
005_64_16,1
005_64_32,1
005_64_48,1
005_64_64,1
005_64_80,1
005_64_96,1
005_64_112,1
005_64_128,1
005_64_144,0
005_64_160,1
005_64_176,1
005_64_192,1
005_64_208,1
005_64_224,1
005_64_240,1
005_64_256,1
005_64_272,1
005_64_288,1
005_64_304,1
005_64_320,1
005_64_336,1
005_64_352,1
005_64_368,1
005_64_384,1
005_80_0,1
005_80_16,1
005_80_32,1
005_80_48,1
005_80_64,0
005_80_80,1
005_80_96,1
005_80_112,1
005_80_128,1
005_80_144,0
005_80_160,1
005_80_176,1
005_80_192,1
005_80_208,1
005_80_224,1
005_80_240,1
005_80_256,1
005_80_272,1
005_80_288,1
005_80_304,1
005_80_320,1
005_80_336,1
005_80_352,1
005_80_368,1
005_80_384,1
005_96_0,1
005_96_16,1
005_96_32,1
005_96_48,1
005_96_64,1
005_96_80,0
005_96_96,0
005_96_112,0
005_96_128,1
005_96_144,1
005_96_160,0
005_96_176,1
005_96_192,1
005_96_208,1
005_96_224,1
005_96_240,1
005_96_256,1
005_96_272,1
005_96_288,1
005_96_304,1
005_96_320,1
005_96_336,1
005_96_352,1
005_96_368,1
005_96_384,0
005_112_0,1
005_112_16,1
005_112_32,1
005_112_48,1
005_112_64,1
005_112_80,0
005_112_96,0
005_112_112,0
005_112_128,1
005_112_144,1
005_112_160,0
005_112_176,0
005_112_192,1
005_112_208,1
005_112_224,1
005_112_240,1
005_112_256,1
005_112_272,1
005_112_288,1
005_112_304,1
005_112_320,1
005_112_336,1
005_112_352,1
005_112_368,0
005_112_384,1
005_128_0,1
005_128_16,1
005_128_32,1
005_128_48,1
005_128_64,1
005_128_80,1
005_128_96,0
005_128_112,1
005_128_128,1
005_128_144,1
005_128_160,1
005_128_176,1
005_128_192,1
005_128_208,1
005_128_224,1
005_128_240,1
005_128_256,1
005_128_272,1
005_128_288,1
005_128_304,1
005_128_320,1
005_128_336,1
005_128_352,1
005_128_368,1
005_128_384,1
005_144_0,1
005_144_16,1
005_144_32,1
005_144_48,1
005_144_64,1
005_144_80,1
005_144_96,1
005_144_112,0
005_144_128,1
005_144_144,1
005_144_160,1
005_144_176,1
005_144_192,0
005_144_208,1
005_144_224,1
005_144_240,1
005_144_256,1
005_144_272,0
005_144_288,1
005_144_304,1
005_144_320,1
005_144_336,1
005_144_352,1
005_144_368,1
005_144_384,1
005_160_0,1
005_160_16,1
005_160_32,1
005_160_48,1
005_160_64,1
005_160_80,1
005_160_96,1
005_160_112,1
005_160_128,0
005_160_144,0
005_160_160,1
005_160_176,1
005_160_192,0
005_160_208,1
005_160_224,1
005_160_240,1
005_160_256,1
005_160_272,1
005_160_288,1
005_160_304,1
005_160_320,1
005_160_336,1
005_160_352,1
005_160_368,1
005_160_384,1
005_176_0,1
005_176_16,1
005_176_32,1
005_176_48,1
005_176_64,1
005_176_80,1
005_176_96,1
005_176_112,1
005_176_128,0
005_176_144,1
005_176_160,1
005_176_176,1
005_176_192,1
005_176_208,1
005_176_224,1
005_176_240,1
005_176_256,1
005_176_272,1
005_176_288,1
005_176_304,1
005_176_320,1
005_176_336,1
005_176_352,1
005_176_368,1
005_176_384,1
005_192_0,1
005_192_16,1
005_192_32,1
005_192_48,1
005_192_64,1
005_192_80,1
005_192_96,1
005_192_112,1
005_192_128,1
005_192_144,1
005_192_160,1
005_192_176,1
005_192_192,1
005_192_208,1
005_192_224,1
005_192_240,1
005_192_256,1
005_192_272,1
005_192_288,1
005_192_304,1
005_192_320,1
005_192_336,1
005_192_352,1
005_192_368,1
005_192_384,1
005_208_0,1
005_208_16,1
005_208_32,1
005_208_48,1
005_208_64,1
005_208_80,1
005_208_96,1
005_208_112,1
005_208_128,1
005_208_144,1
005_208_160,1
005_208_176,1
005_208_192,1
005_208_208,1
005_208_224,1
005_208_240,1
005_208_256,1
005_208_272,1
005_208_288,1
005_208_304,1
005_208_320,1
005_208_336,1
005_208_352,1
005_208_368,0
005_208_384,1
005_224_0,1
005_224_16,1
005_224_32,1
005_224_48,1
005_224_64,1
005_224_80,1
005_224_96,1
005_224_112,1
005_224_128,1
005_224_144,1
005_224_160,1
005_224_176,1
005_224_192,1
005_224_208,1
005_224_224,0
005_224_240,0
005_224_256,1
005_224_272,1
005_224_288,1
005_224_304,1
005_224_320,1
005_224_336,1
005_224_352,0
005_224_368,1
005_224_384,1
005_240_0,1
005_240_16,1
005_240_32,1
005_240_48,1
005_240_64,1
005_240_80,0
005_240_96,0
005_240_112,0
005_240_128,0
005_240_144,0
005_240_160,1
005_240_176,1
005_240_192,1
005_240_208,1
005_240_224,1
005_240_240,1
005_240_256,1
005_240_272,1
005_240_288,1
005_240_304,1
005_240_320,1
005_240_336,1
005_240_352,1
005_240_368,1
005_240_384,1
005_256_0,1
005_256_16,0
005_256_32,0
005_256_48,0
005_256_64,0
005_256_80,0
005_256_96,0
005_256_112,0
005_256_128,0
005_256_144,1
005_256_160,1
005_256_176,0
005_256_192,1
005_256_208,1
005_256_224,1
005_256_240,1
005_256_256,1
005_256_272,1
005_256_288,1
005_256_304,1
005_256_320,1
005_256_336,1
005_256_352,1
005_256_368,1
005_256_384,1
005_272_0,1
005_272_16,1
005_272_32,1
005_272_48,1
005_272_64,1
005_272_80,1
005_272_96,1
005_272_112,1
005_272_128,1
005_272_144,1
005_272_160,1
005_272_176,1
005_272_192,1
005_272_208,1
005_272_224,1
005_272_240,1
005_272_256,1
005_272_272,1
005_272_288,1
005_272_304,1
005_272_320,1
005_272_336,1
005_272_352,1
005_272_368,1
005_272_384,1
005_288_0,1
005_288_16,1
005_288_32,1
005_288_48,1
005_288_64,1
005_288_80,1
005_288_96,1
005_288_112,1
005_288_128,1
005_288_144,1
005_288_160,1
005_288_176,1
005_288_192,1
005_288_208,1
005_288_224,1
005_288_240,1
005_288_256,1
005_288_272,1
005_288_288,1
005_288_304,1
005_288_320,1
005_288_336,1
005_288_352,1
005_288_368,1
005_288_384,1
005_304_0,1
005_304_16,1
005_304_32,1
005_304_48,1
005_304_64,1
005_304_80,1
005_304_96,1
005_304_112,1
005_304_128,1
005_304_144,1
005_304_160,1
005_304_176,1
005_304_192,1
005_304_208,1
005_304_224,1
005_304_240,1
005_304_256,1
005_304_272,1
005_304_288,1
005_304_304,1
005_304_320,1
005_304_336,1
005_304_352,1
005_304_368,1
005_304_384,1
005_320_0,1
005_320_16,0
005_320_32,0
005_320_48,1
005_320_64,1
005_320_80,1
005_320_96,1
005_320_112,1
005_320_128,1
005_320_144,1
005_320_160,1
005_320_176,1
005_320_192,1
005_320_208,1
005_320_224,1
005_320_240,1
005_320_256,1
005_320_272,1
005_320_288,1
005_320_304,1
005_320_320,1
005_320_336,1
005_320_352,1
005_320_368,1
005_320_384,1
005_336_0,1
005_336_16,0
005_336_32,1
005_336_48,1
005_336_64,1
005_336_80,1
005_336_96,0
005_336_112,0
005_336_128,0
005_336_144,0
005_336_160,1
005_336_176,1
005_336_192,1
005_336_208,1
005_336_224,1
005_336_240,0
005_336_256,1
005_336_272,1
005_336_288,0
005_336_304,1
005_336_320,1
005_336_336,1
005_336_352,1
005_336_368,1
005_336_384,1
005_352_0,1
005_352_16,1
005_352_32,1
005_352_48,1
005_352_64,1
005_352_80,1
005_352_96,1
005_352_112,1
005_352_128,1
005_352_144,0
005_352_160,1
005_352_176,1
005_352_192,1
005_352_208,1
005_352_224,1
005_352_240,1
005_352_256,1
005_352_272,1
005_352_288,1
005_352_304,1
005_352_320,1
005_352_336,1
005_352_352,1
005_352_368,1
005_352_384,1
005_368_0,1
005_368_16,1
005_368_32,1
005_368_48,1
005_368_64,1
005_368_80,1
005_368_96,1
005_368_112,1
005_368_128,1
005_368_144,1
005_368_160,1
005_368_176,1
005_368_192,1
005_368_208,1
005_368_224,1
005_368_240,1
005_368_256,1
005_368_272,1
005_368_288,0
005_368_304,1
005_368_320,1
005_368_336,1
005_368_352,1
005_368_368,1
005_368_384,1
005_384_0,1
005_384_16,1
005_384_32,1
005_384_48,1
005_384_64,1
005_384_80,1
005_384_96,1
005_384_112,1
005_384_128,1
005_384_144,1
005_384_160,1
005_384_176,1
005_384_192,1
005_384_208,1
005_384_224,1
005_384_240,1
005_384_256,1
005_384_272,1
005_384_288,1
005_384_304,1
005_384_320,1
005_384_336,1
005_384_352,1
005_384_368,1
005_384_384,1
006_0_0,1
006_0_16,1
006_0_32,1
006_0_48,1
006_0_64,1
006_0_80,1
006_0_96,1
006_0_112,1
006_0_128,1
006_0_144,1
006_0_160,1
006_0_176,1
006_0_192,1
006_0_208,1
006_0_224,1
006_0_240,1
006_0_256,1
006_0_272,1
006_0_288,1
006_0_304,1
006_0_320,1
006_0_336,1
006_0_352,1
006_0_368,1
006_0_384,1
006_16_0,1
006_16_16,1
006_16_32,0
006_16_48,1
006_16_64,1
006_16_80,1
006_16_96,1
006_16_112,1
006_16_128,1
006_16_144,1
006_16_160,1
006_16_176,1
006_16_192,1
006_16_208,1
006_16_224,1
006_16_240,1
006_16_256,1
006_16_272,1
006_16_288,1
006_16_304,1
006_16_320,1
006_16_336,1
006_16_352,1
006_16_368,1
006_16_384,1
006_32_0,0
006_32_16,0
006_32_32,1
006_32_48,1
006_32_64,1
006_32_80,1
006_32_96,1
006_32_112,0
006_32_128,1
006_32_144,1
006_32_160,1
006_32_176,1
006_32_192,1
006_32_208,1
006_32_224,1
006_32_240,1
006_32_256,1
006_32_272,1
006_32_288,1
006_32_304,1
006_32_320,1
006_32_336,1
006_32_352,1
006_32_368,1
006_32_384,1
006_48_0,1
006_48_16,0
006_48_32,1
006_48_48,1
006_48_64,1
006_48_80,1
006_48_96,1
006_48_112,1
006_48_128,1
006_48_144,1
006_48_160,0
006_48_176,1
006_48_192,1
006_48_208,1
006_48_224,1
006_48_240,0
006_48_256,0
006_48_272,0
006_48_288,1
006_48_304,0
006_48_320,1
006_48_336,1
006_48_352,1
006_48_368,1
006_48_384,0
006_64_0,1
006_64_16,1
006_64_32,1
006_64_48,1
006_64_64,1
006_64_80,1
006_64_96,1
006_64_112,1
006_64_128,1
006_64_144,1
006_64_160,1
006_64_176,1
006_64_192,1
006_64_208,1
006_64_224,1
006_64_240,0
006_64_256,1
006_64_272,1
006_64_288,1
006_64_304,1
006_64_320,1
006_64_336,1
006_64_352,1
006_64_368,1
006_64_384,1
006_80_0,1
006_80_16,1
006_80_32,1
006_80_48,1
006_80_64,1
006_80_80,1
006_80_96,1
006_80_112,1
006_80_128,1
006_80_144,1
006_80_160,1
006_80_176,1
006_80_192,1
006_80_208,1
006_80_224,1
006_80_240,1
006_80_256,1
006_80_272,1
006_80_288,1
006_80_304,1
006_80_320,1
006_80_336,1
006_80_352,1
006_80_368,1
006_80_384,1
006_96_0,1
006_96_16,1
006_96_32,0
006_96_48,1
006_96_64,1
006_96_80,1
006_96_96,1
006_96_112,1
006_96_128,1
006_96_144,1
006_96_160,1
006_96_176,1
006_96_192,1
006_96_208,1
006_96_224,1
006_96_240,1
006_96_256,1
006_96_272,1
006_96_288,1
006_96_304,1
006_96_320,1
006_96_336,1
006_96_352,1
006_96_368,1
006_96_384,1
006_112_0,1
006_112_16,1
006_112_32,1
006_112_48,1
006_112_64,1
006_112_80,1
006_112_96,1
006_112_112,1
006_112_128,1
006_112_144,1
006_112_160,1
006_112_176,1
006_112_192,1
006_112_208,1
006_112_224,1
006_112_240,1
006_112_256,1
006_112_272,1
006_112_288,1
006_112_304,1
006_112_320,1
006_112_336,1
006_112_352,1
006_112_368,1
006_112_384,1
006_128_0,1
006_128_16,1
006_128_32,1
006_128_48,1
006_128_64,1
006_128_80,1
006_128_96,0
006_128_112,0
006_128_128,1
006_128_144,1
006_128_160,1
006_128_176,1
006_128_192,1
006_128_208,1
006_128_224,1
006_128_240,1
006_128_256,1
006_128_272,1
006_128_288,1
006_128_304,1
006_128_320,1
006_128_336,1
006_128_352,1
006_128_368,1
006_128_384,1
006_144_0,1
006_144_16,1
006_144_32,1
006_144_48,0
006_144_64,1
006_144_80,1
006_144_96,0
006_144_112,1
006_144_128,1
006_144_144,1
006_144_160,1
006_144_176,1
006_144_192,1
006_144_208,0
006_144_224,0
006_144_240,1
006_144_256,1
006_144_272,1
006_144_288,1
006_144_304,1
006_144_320,1
006_144_336,1
006_144_352,1
006_144_368,1
006_144_384,1
006_160_0,1
006_160_16,1
